folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Assay Type	BioSample	Center Name	Collection_Date	common_name	Consent	ENA-FIRST-PUBLIC (run)	ENA_first_public	ENA-LAST-UPDATE (run)	ENA_last_update	environment_(biome)	environment_(feature)	environment_(material)	Experiment	External_Id	geo_loc_name_country	geo_loc_name_country_continent	geographic_location_(country_and/or_sea)	geographic_location_(latitude)	geographic_location_(longitude)	human_gut_environmental_package	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Investigation_type	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	project_name	ReleaseDate	Sample Name	Sample_Name	Sequencing_method	SRA_accession	SRA Study	Submitter_Id	Title	AvgSpotLen	Bases	Bytes	DATASTORE filetype	DATASTORE provider	DATASTORE region	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	submitted_sra
471_swedish	471_swedish_5Y	sample-129	198.82316299034707	0.1577217125382263	3.886668992061105	197.5	0.042676741839211	19	23.431966849006443	19.06441930837385	25.87959922653534	0.989436163546368	0.9999044342507644	0.2461474447960977	0.0003906186630312	18.03935416260732	0.7969004377674832	0.8612561944136612	197	0.7375838586555273	9.5565749235474e-05	5.6219023918670175	0.9573232581607888	5	0.6382370690324284	52320.0	ERR4281465	AMPLICON	SAMEA7000996	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4234125	SAMEA7000996	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:16Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7000996	1165-5Y	5Y	ERS4769075	ERP122450	1165-5Y	16SrRNAprofile	501.0	37937077.0	25757966.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7000996	ERX4234125	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/005/ERR4281465/ERR4281465_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/005/ERR4281465/ERR4281465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281465/1165-5Y_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281465/1165-5Y_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_5Y	sample-287	180.64435590637729	0.0983561718771368	3.714803166609923	179.27272727272728	0.0404074387832751	21	24.747918455398477	18.027476952343243	24.489858854573832	0.9915045345671352	0.9998905938021388	0.2278759868215965	0.0009035551825934	16.941510347572414	0.8031845351794553	0.9361468882696492	179	0.7185092142710309	0.0001094061978611	5.377190593871285	0.9595925612167248	4	0.6754382627395954	36561.0	ERR4282061	AMPLICON	SAMEA7002858	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4234721	SAMEA7002858	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:23Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7002858	259-5Y	5Y	ERS4770692	ERP122450	259-5Y	16SrRNAprofile							PRJEB38986	SAMEA7002858	ERX4234721	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/001/ERR4282061/ERR4282061_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/001/ERR4282061/ERR4282061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282061/259-5Y_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282061/259-5Y_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_NB	sample-197	172.53295270059166	0.2115656282728889	2.295793206567147	170.89473684210526	0.1335457927272529	18	7.488068171809413	15.323770885578424	18.47651677704625	0.9977058050929988	0.9999330199478772	0.0536206082096762	0.0001891934629955	13.906224268227495	0.6361305437677605	0.4145583620619023	168	0.448488502492371	6.698005212265874e-05	3.3153693708903096	0.866454207272747	11	0.8995757350118361	164228.0	ERR4281690	AMPLICON	SAMEA7001221	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4234350	SAMEA7001221	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:18Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7001221	1237-NB	NB	ERS4769300	ERP122450	1237-NB	16SrRNAprofile	501.0	130122713.0	97495204.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7001221	ERX4234350	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/000/ERR4281690/ERR4281690_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/000/ERR4281690/ERR4281690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281690/1237-B_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281690/1237-B_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_5Y	sample-489	179.35804528061223	0.1760962990778987	3.535828508222574	177.25	0.0594143857373992	15	16.830940648276957	14.796105134275743	22.882777353462373	0.9923061793320468	0.9998122418325196	0.1934065213591307	0.0006728515299837	16.144625644247515	0.7597193519594503	0.7993117789061995	175	0.6864518035052406	0.0001877581674802	5.114897306015592	0.9405856142626008	9	0.6849876914090207	47934.0	ERR4282879	AMPLICON	SAMEA7003677	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4235539	SAMEA7003677	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:32Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7003677	614-5Y	5Y	ERS4771510	ERP122450	614-5Y	16SrRNAprofile	501.0	34056948.0	23860357.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7003677	ERX4235539	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/009/ERR4282879/ERR4282879_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/009/ERR4282879/ERR4282879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282879/614-5Y_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282879/614-5Y_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_NB	sample-78	36.65730358288972	0.5389868077651854	1.2330166318700069	36.11111111111112	0.3722998032862273	8	2.686007328430392	5.87788647495408	3.7454788142501503	0.9990623259907232	0.9999642486861392	0.0695946322706356	0.000258056081041	3.201589241469301	0.3914914595420082	0.1522066075496996	36	0.3444249484154753	3.5751313860784385e-05	1.7806511519336443	0.6277001967137726	2	0.858054373776014	55942.0	ERR4281287	AMPLICON	SAMEA7000817	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4233947	SAMEA7000817	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:14Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7000817	1112-NB	NB	ERS4768897	ERP122450	1112-NB	16SrRNAprofile	501.0	39376279.0	27849945.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7000817	ERX4233947	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/007/ERR4281287/ERR4281287_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/007/ERR4281287/ERR4281287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281287/1112-B_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281287/1112-B_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_NB	sample-516	36.31969908149876	0.4809067396926821	1.529982497866473	36.0	0.2946028394515743	5	3.394400413321122	5.8660993952492895	3.9043462188617615	0.9988009325860782	0.9999746437446118	0.1036495213623656	0.0003813332604882	3.3073516926847417	0.4595407316331142	0.1812779826209259	36	0.4275314837713522	2.535625538820427e-05	2.210305706853242	0.7053971605484257	1	0.8288072417465389	39438.0	ERR4282993	AMPLICON	SAMEA7003791	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4235653	SAMEA7003791	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:33Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7003791	7-NB	NB	ERS4771624	ERP122450	7-NB	16SrRNAprofile	501.0	27158856.0	19213466.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7003791	ERX4235653	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/003/ERR4282993/ERR4282993_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/003/ERR4282993/ERR4282993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282993/7-B_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282993/7-B_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_5Y	sample-1	310.1308212950803	0.0573631706659477	4.310874096927986	308.44	0.0212588606801306	24	47.03920944054353	27.20851139362456	39.56212164433195	0.985152850150302	0.9999029387975196	0.2424052926015107	0.0002770118748054	26.75434771150906	0.8570102253235019	1.008184356629955	307	0.7543124038476031	9.706120248045296e-05	6.232200623628071	0.9787411393198694	9	0.6707764105797764	92725.0	ERR4281019	AMPLICON	SAMEA7000549	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4233679	SAMEA7000549	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:11Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7000549	1001-5Y	5Y	ERS4768629	ERP122450	1001-5Y	16SrRNAprofile	501.0	67577576.0	46974600.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7000549	ERX4233679	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/009/ERR4281019/ERR4281019_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/009/ERR4281019/ERR4281019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281019/1001-5Y_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281019/1001-5Y_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_NB	sample-53	47.35854244928625	0.6732699580905652	0.8868296465009671	47.0	0.5238300176489539	13	1.9090162195900595	6.032339820526135	5.129343139960067	0.9992230062083722	0.9999795563733006	0.031132394594846	0.0003441842499799	4.260111527352839	0.2774936547919128	0.2125087560053059	47	0.2308355741580232	2.044362669937647e-05	1.2821967067887623	0.4761699823510461	1	0.9147657356117104	48915.0	ERR4281197	AMPLICON	SAMEA7000727	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4233857	SAMEA7000727	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:13Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7000727	1075-NB	NB	ERS4768807	ERP122450	1075-NB	16SrRNAprofile	501.0	35336099.0	23763606.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7000727	ERX4233857	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/007/ERR4281197/ERR4281197_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/007/ERR4281197/ERR4281197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281197/1075-B_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281197/1075-B_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_5Y	sample-476	279.935651471731	0.0957985862917957	4.036164032310428	278.5	0.0300286683652248	29	33.30151000495464	24.65808768675161	37.42359645853605	0.9882776091511968	0.9999046938289254	0.2030571307438985	0.0003707841315815	25.06747525335726	0.8300202420232287	1.107974287105949	278	0.7191977043921971	9.530617107457708e-05	5.8391237815982695	0.9699713316347752	6	0.7067050291146639	62955.0	ERR4282833	AMPLICON	SAMEA7003631	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4235493	SAMEA7003631	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:31Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7003631	601-5Y	5Y	ERS4771464	ERP122450	601-5Y	16SrRNAprofile	501.0	44354259.0	31011683.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7003631	ERX4235493	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/003/ERR4282833/ERR4282833_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/003/ERR4282833/ERR4282833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282833/601-5Y_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4282833/601-5Y_S42_L001_R2_001.fastq.gz
471_swedish	471_swedish_NB	sample-152	56.0	0.3642188078128955	1.9824222699604503	56.0	0.2221587509489618	6	4.501285660494812	8.267871005340865	6.207920095759376	0.9981699294477392	1.0	0.1142158977686215	0.000523600480518	5.070788348542983	0.5310060901276614	0.247123231467292	56	0.4932210775630983	0.0	2.864309852448615	0.7778412490510382	0	0.7604160581098712	51351.0	ERR4281541	AMPLICON	SAMEA7001072	GOTHENBURG UNIVERISITY	2008	human	public	2021-03-23	2021-03-23	2020-06-23	2020-06-21	ENVO:00002003	ENVO:00002003	ENVO:00002003	ERX4234201	SAMEA7001072	Sweden	Europe	Sweden	56.67446	12.85676	human-gut	GOTHENBURG UNIVERISITY	GOTHENBURG UNIVERISITY	2021-03-23T08:56:55Z	2020-06-21T16:23:17Z	public	Illumina MiSeq	metagenome	V4_PCR	PAIRED	PCR	METAGENOMIC	Homo sapiens	ILLUMINA	Halmstad_childrenGut	2021-03-24T00:00:00Z	SAMEA7001072	1185-NB	NB	ERS4769151	ERP122450	1185-NB	16SrRNAprofile	501.0	36419424.0	24981805.0	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	PRJEB38986	SAMEA7001072	ERX4234201	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/001/ERR4281541/ERR4281541_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR428/001/ERR4281541/ERR4281541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281541/1185-B_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR428/ERR4281541/1185-B_S42_L001_R2_001.fastq.gz
